Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
149434,11/8/2020 23:41,36900000000000.0,Feil-Morar,health_fitness,33.24,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,11/2/1971,4d3b7de360aebe4cfb0ff72601ea4487,1376264483,44.077867,-116.436576,0
216374,6/9/2020 8:59,4.39e+18,"Zboncak, Rowe and Murazik",shopping_net,2.03,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,24-06-1966,83e346048937406453321d070b7d0d04,1378457964,35.185779,-97.605679,0
60259,12/7/2020 12:43,3500000000000000.0,Auer-West,shopping_net,4.26,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,8/9/1976,fce7341750681f34a56e53751fc215ab,1373632990,38.661045,-76.16281,0
63644,13-07-2020 10:56,6010000000000000.0,"Huel, Hammes and Witting",grocery_pos,132.27,Jerry,Perkins,M,3867 Susan Corners Apt. 883,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,27-06-1970,4b66bdfa217c73c277d8577fa091f5e1,1373712988,40.894116,-93.145742,0
253955,22-09-2020 02:37,348000000000000.0,Schmeler Inc,misc_pos,55.49,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,22-03-1948,6f0d2c93bc6eb83dbd823fbbd8eb1c0f,1379817461,30.019511,-87.333999,0
303732,27-05-2019 15:26,6010000000000000.0,Heller PLC,health_fitness,14.57,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,5/2/1951,78573b51a112ac77dc897bb0f7f0b326,1338132363,40.136681,-78.999854,0
64742,13-07-2020 16:52,4450000000000000.0,"Konopelski, Schneider and Hartmann",food_dining,87.17,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,76af2bc00db9abcdf5e62c6a8d8f575e,1373734372,37.574268,-121.946419,0
13654,25-06-2020 21:39,3550000000000000.0,Jakubowski Group,food_dining,5.25,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,00646730e4cf69ea11412c3a1bf53137,1372196390,48.154358,-123.197331,0
1028332,2/3/2020 7:27,5460000000000000.0,"Kovacek, Dibbert and Ondricka",grocery_pos,153.56,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25-05-1954,b907a81b232683c0b19b8f97246dbc45,1362209239,42.015212,-79.485321,0
275177,1/10/2020 15:28,180000000000000.0,Zboncak LLC,food_dining,60.56,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,5/10/1993,e68e76e1778faa313675cfd4af22f397,1380641323,40.927082,-91.254023,0
1175982,5/5/2020 17:26,2250000000000000.0,Schumm PLC,shopping_net,1.79,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26-03-1976,3baf70216cdce82bcdeb57da39986b92,1367774769,38.971206,-75.503425,0
1223827,26-05-2020 05:46,3590000000000000.0,Goyette Inc,shopping_net,97.21,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,28-12-1963,b5f4d700f3dbd6bec2faf7fbdd8de945,1369547174,42.391739,-75.778189,0
142684,10/8/2020 7:49,2380000000000000.0,"Zieme, Bode and Dooley",gas_transport,57.66,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,2/3/1956,8ab06ff80e544d9f7ca013fc1f6b2b5a,1376120940,44.591184,-70.571687,0
96275,25-07-2020 00:40,4730000000000000.0,Simonis-Prohaska,misc_pos,128.5,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30-05-1929,2aea4dd5bb53229e138c64d9100701e6,1374712829,30.546121,-88.157476,0
423316,2/12/2020 9:20,4000000000000000.0,Mohr Inc,shopping_pos,3.35,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1/1/1958,cd9ef91e6e14a41d268d167e4937d738,1385976009,34.759388,-90.52627,0
1100804,2/4/2020 22:13,213000000000000.0,Hills-Witting,shopping_net,4.04,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,6493ed5f60e2a32451c7b702ddea43bb,1364940791,33.217651,-118.153326,0
691578,21-10-2019 19:22,213000000000000.0,Beer-Jast,kids_pets,50.39,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,18-10-1976,34fbefc358a13b8187f0d2bde0c5fcef,1350847355,45.644506,-118.785558,0
412581,30-11-2020 13:17,4380000000000.0,Feil-Morar,health_fitness,42.24,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,22-09-1987,696ed3219396379905a56c3a7b6feeaf,1385817423,40.80493,-85.615752,0
65103,13-07-2020 18:37,6010000000000000.0,Watsica LLC,personal_care,43.03,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",30-06-1965,54afb18f08233e914207908580339ffe,1373740623,40.632033,-73.361585,0
166423,29-03-2019 13:25,30400000000000.0,"Conroy, Balistreri and Gorczany",health_fitness,86.97,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13-10-1991,c9cb6a2b41ef970d4880c8a80815cacc,1333027533,42.808433,-77.565224,0
312050,18-10-2020 04:47,344000000000000.0,Bahringer-Streich,food_dining,80.21,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16-11-1949,77068fdf1f9895f330d7f14d87becc31,1382071656,33.853383,-81.334207,0
113529,30-07-2020 23:14,30100000000000.0,"Fadel, Mertz and Rippin",entertainment,29.33,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,26-10-1987,26887b2b03558ebcd373a192e76baa7b,1375226057,40.069311,-79.086813,0
471963,13-12-2020 18:34,4240000000000000.0,Barton LLC,kids_pets,100.99,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27-03-1936,36d5d78819311d89a5275696843d4170,1386959657,41.263525,-85.084668,0
70010,14-07-2020 23:53,6590000000000000.0,"Langworth, Boehm and Gulgowski",shopping_net,3.63,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",7/10/1994,c30d95e765d6b0bc063c8ba38c6625c2,1373845985,31.484378,-87.210361,0
522891,24-12-2020 16:58,2270000000000000.0,Berge-Ullrich,home,47.38,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,25-07-1972,b1654aa8b040277749f2fc160bc8d56b,1387904293,34.036777,-85.290385,0
799123,3/12/2019 23:23,374000000000000.0,Baumbach Ltd,personal_care,21.72,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",30-06-1948,e2884f94080ba10e3f190be23b2ee44a,1354577036,47.376439,-99.921561,0
318719,20-10-2020 11:25,3520000000000000.0,Bauch-Raynor,grocery_pos,108.9,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,25-04-1990,3ae47ef5d26efb7da981c06d49c38251,1382268346,40.45435,-88.430119,0
500774,5/8/2019 14:37,3520000000000000.0,Dickinson Ltd,personal_care,9.88,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,78ae0090325e80680906a9793ce7f911,1344177463,39.068156,-83.92335,0
168463,30-03-2019 11:27,4130000000000000.0,Howe Ltd,misc_pos,343.5,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18-10-1953,39863e8394b3f28a7be09d4258ac64e2,1333106832,40.544484,-81.611267,0
465802,12/12/2020 11:19,30400000000000.0,"Okuneva, Schneider and Rau",shopping_pos,7.91,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31-01-1961,fa904b7a61388fcaf2b2c98a782ff857,1386847163,38.825489,-89.650376,0
89893,22-02-2019 22:36,4680000000000000.0,Abernathy and Sons,food_dining,172.35,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",18-12-1961,8130f36716d7bc005dba7a7122af9ef2,1329950207,38.878811,-92.52166,0
51307,8/7/2020 17:57,36500000000000.0,"Lakin, Ferry and Beatty",food_dining,7.83,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29-01-2005,b7af42be27b9200e07fcde476ee624b1,1373306243,40.550449,-83.682035,0
114830,31-07-2020 14:35,3590000000000000.0,Heaney-Marquardt,entertainment,177.04,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",18-03-1998,193d849bf35428b121f2446987058eea,1375281311,34.236398,-99.788795,0
887698,23-12-2019 14:30,4100000000000000.0,Cormier LLC,shopping_net,9.41,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,dc5c468b91a1c95801137a81e85316d8,1356273040,37.512836,-77.757007,0
323526,22-10-2020 20:23,30300000000000.0,"Kling, Howe and Schneider",home,78.12,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,3/9/1961,2ef022e3388161c1a2e761428172a77d,1382473431,36.215132,-87.376749,0
326788,4/6/2019 22:56,4560000000000.0,Kuhic LLC,shopping_net,3.44,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",4/8/1988,d386e885593e146a0985b715a71cfd4f,1338850570,34.315642,-106.335365,0
90953,22-07-2020 14:59,2310000000000000.0,Graham and Sons,health_fitness,137.17,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-1961,4f25f4d9325cd941d50420af4e5d0787,1374505189,40.058019,-92.925156,0
1295735,21-06-2020 04:01,30300000000000.0,"Moore, Dibbert and Koepp",misc_net,7.19,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24-11-1961,ed97a1175a019df64c2616b448593609,1371787269,38.214892,-112.708332,0
3629,22-06-2020 12:08,30400000000000.0,Schmeler Inc,misc_pos,28.32,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,5/2/1982,9d5fc98d3f6280995bf459ee7e001440,1371902933,35.920196,-96.724412,0
965017,24-01-2020 22:48,4810000000000.0,"Torp, Muller and Borer",health_fitness,14.72,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,7/2/1984,8a26c02fdc951a4ae552bd805c481ec0,1359067682,33.068472,-85.146238,0
210807,3/9/2020 13:26,630000000000.0,White and Sons,home,110.56,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,63063c9dcb37c5a891c3e1bcce1f3fd0,1378214776,48.94449,-118.267434,0
1036795,5/3/2020 22:51,342000000000000.0,Rolfson-Kunde,personal_care,74.58,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,23-05-1978,0e0e37d957e1be8fe1327943de25fbd7,1362523863,42.437179,-74.552226,0
183977,24-08-2020 19:05,376000000000000.0,Dibbert-Green,entertainment,70.51,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28-03-1986,db53b313a124acbdce5c63f4eb13dc41,1377371149,38.569393,-78.696913,0
667482,11/10/2019 23:45,3550000000000000.0,Marvin-Lind,personal_care,11.88,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,5/3/1999,e47698c17fbed57ae5da9f9fdf8b4081,1349999131,32.653322,-90.866468,0
19056,28-06-2020 03:41,3600000000000000.0,Friesen-D'Amore,gas_transport,62.28,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25-03-1988,81cbea0e92296065129ede48671148be,1372390864,41.229852,-91.580745,0
774230,27-11-2019 17:35,343000000000000.0,Monahan-Morar,personal_care,67.64,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,13-08-1962,a6863884ae33e37321d88be9a314e2af,1354037744,36.044658,-77.938971,0
411255,30-11-2020 07:44,213000000000000.0,Kutch and Sons,grocery_pos,232.27,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,84087,40.8874,-111.9027,13983,Insurance broker,14-08-1979,1ce9c0c02dedf985ec495e778f87ea79,1385797467,40.550081,-112.084477,0
220439,7/9/2020 17:36,30600000000000.0,Johns Inc,entertainment,279.75,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1/10/1998,096388809ce5a98d1bf2ad419e58b99e,1378575395,39.851538,-74.796196,0
124490,3/8/2020 18:06,4190000000000000.0,Larson-Moen,entertainment,25.0,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,3/10/1992,9ff174bc0e307acdea108574904009b7,1375553196,39.829725,-83.607884,0
288869,7/10/2020 3:05,4290000000000.0,Welch Inc,misc_net,5.3,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23-08-1940,f71fd666dd7e67fad160f95d8b872fe3,1381115151,38.247425,-79.242427,0
1165543,1/5/2020 14:55,30200000000000.0,Gottlieb-Hansen,personal_care,17.58,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,24-03-1980,37a90d2b76bda1cfc19df5a8ba17a123,1367420133,37.974151,-81.73659,0
1113589,7/4/2020 22:07,3600000000000000.0,Pacocha-Weissnat,kids_pets,5.96,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21-10-1970,0f479634cac46f08b8c54d17d8b1f574,1365372456,39.832108,-74.442349,0
1233153,29-05-2020 23:25,3590000000000000.0,Kertzmann LLC,health_fitness,18.62,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",2/1/1997,7ffca017eecc1637fc60598701baf2d1,1369869901,43.026687,-95.77142,0
203672,31-08-2020 19:18,2710000000000000.0,Kub PLC,personal_care,29.9,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22-02-1977,a79bf2fcd9c1be4d4b4e8858d5b8bccf,1377976712,29.807017,-90.579227,0
785323,1/12/2019 7:29,4.56e+18,Nader-Heller,misc_net,113.24,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,9/5/1992,a244c8a7ad39190926b855e3ff0545dd,1354346946,39.472676,-104.111214,0
547909,29-12-2020 19:20,2220000000000000.0,"Bernhard, Grant and Langworth",shopping_pos,1.45,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",3/1/1972,a501f432245ea8a17c00899cd01a7de8,1388344810,38.496965,-90.037737,0
1088234,28-03-2020 19:03,6540000000000000.0,Lesch Ltd,shopping_pos,723.71,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,8/2/1982,5f63ea88fb63cdbdecc86bfd2419f94c,1364497416,41.764871,-86.688889,0
490719,17-12-2020 14:45,3530000000000000.0,Quitzon-Goyette,home,39.34,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13-09-1940,12c5e62f475213c58a71f5a890b5d2d5,1387291509,41.258294,-99.225715,0
4993,4/1/2019 5:03,30300000000000.0,"Little, Gutmann and Lynch",shopping_net,2.77,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",20-03-1962,98fa4b12f873ca1feb3574b7e28eb601,1325653427,41.650638,-78.318582,0
43413,6/7/2020 10:29,676000000000.0,Jaskolski-Dibbert,grocery_net,36.0,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13-03-1994,cfa198fcbb36f695a3cadb50dbcc7cfa,1373106570,41.662159,-73.773767,0
127679,4/8/2020 14:19,4840000000000000.0,Schmidt-Larkin,home,86.74,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",28-10-1989,c34f569fc2f8f1bba6a06089ff36cd53,1375625977,42.744115,-72.905124,0
135300,15-03-2019 18:03,213000000000000.0,"Effertz, Welch and Schowalter",entertainment,37.36,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17-04-1970,fb6c625c63bb7d9a5ab178f38b2e4233,1331834615,43.844025,-69.704148,0
549312,23-08-2019 12:10,4650000000000000.0,Waelchi-Wolf,kids_pets,108.6,Andrea,Lewis,F,43075 Cohen Shoals,Ashford,WA,98304,46.7531,-121.9898,759,Video editor,14-09-1956,4c816a0485c051588605dc6330f43d80,1345723838,46.239635,-121.618683,0
323874,23-10-2020 01:10,3560000000000000.0,Denesik and Sons,shopping_pos,3.71,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,15-09-1969,18723102807360a2bf6d3392f5427b52,1382490652,31.809031,-102.816689,0
118668,2/8/2020 4:00,36900000000000.0,Hickle Group,shopping_pos,5.74,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",5/4/1950,73c889b2e3bb5864d5a2c5928d0e9a06,1375416046,32.198446,-82.192101,0
13492,25-06-2020 19:57,6010000000000000.0,"Cormier, Stracke and Thiel",entertainment,84.46,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1/7/1997,7d6b142b25f60f598d1b5b84b2942cc7,1372190241,41.242738,-77.201726,0
493637,18-12-2020 10:13,3550000000000000.0,"Casper, Hand and Zulauf",grocery_pos,127.57,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,abef7091bafc2683044148d31807f2ee,1387361597,49.140891,-122.672528,0
526615,25-12-2020 18:15,180000000000000.0,"Koss, Hansen and Lueilwitz",home,231.52,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,c17e9a6b824ebb80d2894fb603bcf67f,1387995332,30.853877,-87.682752,0
1129776,14-04-2020 23:52,3520000000000000.0,Barton LLC,kids_pets,130.29,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",9/11/1990,3f8939e6cf8b83f92c8acfa0dc5c123c,1365983572,40.927186,-73.083676,0
641292,29-09-2019 22:37,4.77e+18,Graham and Sons,health_fitness,38.56,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,22-08-1954,4a541878290bd1a4094f8461226a9597,1348958236,41.098526,-77.608586,0
644924,1/10/2019 6:23,4.81e+18,Cummings LLC,gas_transport,48.08,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31-08-1985,3e687fc9ac809635b20682a3a0939e7e,1349072634,37.258502,-94.399593,0
138025,8/8/2020 22:47,4.59e+18,"Feil, Hilpert and Koss",food_dining,1.59,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",8/5/2004,881a636bb5389f0ddd524aafe1c1dbb5,1376002039,40.25007,-87.87588,0
1097065,31-03-2020 20:04,4250000000000.0,Kozey-Kuhlman,personal_care,27.49,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,9/3/1939,d1b60bb9816171f39bb3c88037943818,1364760262,40.128683,-83.17343,0
243388,2/5/2019 6:00,4820000000000000.0,Hackett-Lueilwitz,grocery_pos,33.19,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1/1/1991,e2fc73fd4136e36caab7804c9ac76485,1335938435,28.841185,-81.825077,0
1152302,25-04-2020 22:49,4870000000000000.0,Eichmann-Kilback,home,46.0,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/3/1974,c3f47fc4d60ae95c7c66cc42f5b56e6b,1366930197,47.72441,-121.876258,0
26072,29-06-2020 23:34,377000000000000.0,Parker-Kunde,personal_care,38.46,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-1974,60da65db84f719c33bc559a1f6e22483,1372548840,37.457883,-90.481959,0
173207,31-03-2019 23:12,180000000000000.0,Turner and Sons,shopping_pos,10.21,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",17-09-1976,adc86f3f8a5f13b21f6d3de2f4803de7,1333235569,34.295811,-118.301018,0
481580,15-12-2020 08:57,376000000000000.0,"Ruecker, Beer and Collier",shopping_net,85.81,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23-12-1974,795616a6d5907c0c1be47489db885a71,1387097826,40.527059,-94.167846,0
418199,1/12/2020 10:03,376000000000000.0,"Schumm, Bauch and Ondricka",grocery_pos,105.93,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/2/1982,e55e2353da13808f7b425a5cc433ab63,1385892224,40.326492,-100.632327,0
796207,2/12/2019 23:56,346000000000000.0,Bode-Rempel,kids_pets,133.65,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19-03-1985,4ce755b40dd8417d318f89394215f3a0,1354492581,37.799257,-75.302408,0
561325,26-08-2019 21:02,4100000000000000.0,Douglas-White,entertainment,41.0,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,e70717042b175ddeee0c1990d902d38c,1346014923,39.161758,-78.440483,0
980843,2/2/2020 18:14,6010000000000000.0,"Fadel, Mertz and Rippin",entertainment,45.93,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,c1f457b2f8711bde84b628014b9422bf,1359828886,40.5015,-104.889537,0
117855,1/8/2020 21:09,574000000000.0,Hirthe-Beier,health_fitness,99.9,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,a495bb86b82cbdb6947a93ee726416f4,1375391342,41.67509,-86.9913,0
670529,13-10-2019 03:20,4860000000000.0,Mohr-Bayer,shopping_net,2.74,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15-09-1956,4fbe100020e5c9010f53e266a2619611,1350098433,41.482318,-78.145788,0
109244,3/3/2019 19:19,3530000000000000.0,Daugherty LLC,kids_pets,155.41,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,20-07-1984,c3c44c1028663fcdb91b2260914b9bc4,1330802396,36.45046,-78.407363,0
100251,26-07-2020 14:33,504000000000.0,"Hauck, Dietrich and Funk",kids_pets,22.62,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28-12-1975,c25170cada0c4fc264b01e1119c6cf66,1374849222,29.825443,-99.158837,0
276120,2/10/2020 3:26,342000000000000.0,Wiza LLC,misc_pos,36.25,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,23-05-1978,a4db0c1c62ffaf348877b6f9f8a55df1,1380684362,42.030535,-74.815735,0
173762,21-08-2020 09:19,4520000000000000.0,"Raynor, Feest and Miller",gas_transport,77.99,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,26-02-1993,d5e39ac4c2657ab496a94d5541f486a5,1377076760,28.529332,-81.038295,0
313066,18-10-2020 14:31,4640000000000.0,Breitenberg-Hermiston,kids_pets,30.42,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,13-07-1990,b40db1f45639b22e4cea2c78d1ec5ab9,1382106683,40.132441,-95.078356,0
179262,23-08-2020 13:52,676000000000.0,Metz-Boehm,shopping_pos,4.33,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,9/6/2000,1a80db1f105c3775d2298aaa0303d073,1377265960,40.776885,-80.419566,0
81781,19-07-2020 22:40,4180000000000000.0,"Lang, Towne and Schuppe",kids_pets,81.98,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",29-03-1981,1433e1094d5063377c1ef95b62ffd6a7,1374273636,41.949524,-87.155907,0
519697,12/8/2019 9:09,4.77e+18,Heathcote LLC,shopping_net,82.88,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,22-08-1954,5b3be591a9486a3b007e6af84f68935e,1344762552,40.446383,-76.603266,0
457959,10/12/2020 6:42,4510000000000.0,Conroy Ltd,shopping_pos,5.01,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,15-03-1933,b9097b721e7f40412be6e888cdce95b6,1386657764,39.749426,-77.089031,0
