Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
390591,21-11-2020 15:41,2660000000000000.0,"Torp, Muller and Borer",health_fitness,58.92,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1/11/1946,883446cb5d0b3ad5a5b1c0d273bd4c2c,1385048494,42.302092,-82.816649
292010,23-05-2019 22:37,4130000000000000.0,Wilkinson PLC,kids_pets,101.19,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,7/11/1961,ffc3bb5e5e4c60397c22454b96121f28,1337812637,40.373367,-73.808288
111452,4/3/2019 13:38,3560000000000000.0,Abbott-Rogahn,entertainment,70.62,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,cb7f703ff2bb43880fddfc17f01b62fd,1330868294,38.614075,-121.471668
1057856,15-03-2020 12:18,585000000000.0,Spencer PLC,entertainment,144.46,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13-08-1930,0c8416351f05beb48f7ab61dc51a73ef,1363349918,48.377234,-101.642587
265678,27-09-2020 18:37,4.46e+18,Gleason and Sons,kids_pets,54.18,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,19-05-1987,ac322412e3648f11c759a15eb5e954b5,1380307057,38.511389,-120.72862
1191116,12/5/2020 11:39,3540000000000000.0,"Eichmann, Bogan and Rodriguez",gas_transport,68.09,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19-06-1992,55bfe3a828dffc7f61687f27e7aec88d,1368358749,34.031824,-102.494215
391493,22-11-2020 01:33,4.96e+18,Abshire PLC,entertainment,113.3,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,27-11-1950,73a9f693c2222a19ae91acf274765fbf,1385083989,39.288652,-76.928556
87432,21-07-2020 10:41,4550000000000000.0,"Kuhic, Bins and Pfeffer",shopping_net,4.29,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29-05-1968,7e6874d098fae9689c38761d8ca09bb3,1374403287,40.342781,-83.015176
904593,28-12-2019 03:17,4500000000000.0,"Zieme, Bode and Dooley",gas_transport,65.52,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,7/4/1965,920e4d0779fa3c5722b7283f61f8702e,1356664627,38.727222,-76.617392
1013046,22-02-2020 03:27,4670000000000000.0,Pouros-Haag,shopping_pos,401.94,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,14-08-1947,b5a49894ec51d7eaa68d55bded2e8db3,1361503644,31.816759,-85.461576
304055,13-10-2020 20:17,213000000000000.0,"Lubowitz, Terry and Stracke",personal_care,38.18,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1/8/1984,ea2f7b0d613da364ff861ad645979a8e,1381695420,41.224423,-108.774282
694810,23-10-2019 16:07,6010000000000000.0,Reilly LLC,home,79.68,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-1988,e82c0422b9064ef435282bbe6d88203b,1351008434,42.046475,-81.698178
1217075,24-05-2020 11:43,4050000000000000.0,Mraz-Herzog,gas_transport,65.8,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",7/5/1973,58376a028bf5e834056d18bee93c33a4,1369395835,40.505021,-97.671695
103554,27-07-2020 12:43,630000000000.0,Treutel-King,travel,492.28,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,7/2/1973,d9741b0ebea9bf6526b8b57bdc200892,1374928999,37.095052,-120.278988
136583,8/8/2020 9:49,3590000000000000.0,Barton Inc,grocery_pos,56.79,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-1984,841d96406c573e4ad2ba44e483262cd2,1375955353,38.891069,-78.161915
176487,2/4/2019 1:34,574000000000.0,"Olson, Becker and Koch",gas_transport,72.04,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,d4086fd5103a8d2813a0443e39ac362a,1333330484,42.847494,-87.732698
815978,8/12/2019 3:41,4.46e+18,Sawayn PLC,shopping_pos,153.26,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,19-05-1987,8936e9675340ef2bf5f57906732dfd12,1354938068,38.8145,-121.202348
459967,10/12/2020 20:19,3590000000000000.0,"Kling, Howe and Schneider",home,91.27,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",8/12/1994,863d3d313f93739a08478bc5474f76fb,1386706761,40.134632,-79.206328
211580,3/9/2020 21:57,4480000000000.0,Feil-Morar,health_fitness,3.72,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,30-04-1975,21ee26e88225afd91c5a96739260bbea,1378245473,41.382396,-72.460654
322509,22-10-2020 06:11,574000000000.0,Bernhard Inc,gas_transport,61.41,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,c203cda97c67e86520a1d4051a350ee0,1382422283,41.392754,-87.499864
341183,30-10-2020 18:29,30300000000000.0,Larson-Moen,entertainment,84.1,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,596c25e4cfa0ccb5f9db59570f7fc192,1383157785,35.086564,-92.035122
238798,15-09-2020 09:32,4620000000000.0,"Schumm, Bauch and Ondricka",grocery_pos,136.94,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,15-07-1954,ee37a09037c5938284467f6d1d45aa77,1379237548,42.171253,-95.399967
347511,2/11/2020 12:16,3580000000000000.0,Dietrich-Fadel,health_fitness,75.02,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,24-12-1975,368dfdca81bfefc0e27c98458e138137,1383394594,44.175467,-90.45784
1083540,26-03-2020 01:47,6010000000000000.0,Kunze Inc,grocery_pos,105.49,Jerry,Perkins,M,3867 Susan Corners Apt. 883,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,27-06-1970,22bf8d8658dad632d2b1516e1664ad6e,1364262450,39.609754,-92.124485
899123,26-12-2019 17:28,3550000000000000.0,"Durgan, Gislason and Spencer",home,37.29,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,9/10/1976,c5379abd70a78b3c7b3d3ec682205f0c,1356542906,44.243015,-74.715262
88932,22-02-2019 07:37,676000000000.0,Bins-Rice,gas_transport,92.96,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",6/2/1937,03b52bf5605653c4260a7fd07e7301e0,1329896261,44.119522,-122.79356
1181599,8/5/2020 17:55,340000000000000.0,"Berge, Kautzer and Harris",personal_care,7.63,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,9/2/1934,20eba372f412facd06e85c0a4dfb3192,1368035722,35.497924,-79.803413
521920,24-12-2020 10:27,3520000000000000.0,Spinka-Welch,grocery_net,54.55,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20-11-1970,fdf1a2119a46064f7d140d77c96249b3,1387880864,32.646605,-86.396151
550512,23-08-2019 22:34,4100000000000.0,Douglas-White,entertainment,68.02,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,27-06-1982,9f52985739a8d03f78d5147ba1dbe39d,1345761262,34.115406,-102.388362
899576,26-12-2019 19:57,4430000000000000.0,Nader-Maggio,personal_care,16.27,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,4/11/1939,492d100c9ff583b98dfe5fbdfd788ae7,1356551854,39.90201,-106.246622
374155,14-11-2020 07:08,4870000000000000.0,Maggio-Fahey,misc_pos,69.52,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/3/1974,573a1e01d7625c2491428e235e8e2a5d,1384412921,48.134736,-122.795639
254355,6/5/2019 16:29,582000000000.0,Bauch-Blanda,entertainment,11.01,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,9ebb373da8d8a688935061011144f236,1336321780,41.81996,-80.570149
503863,6/8/2019 17:59,676000000000.0,"Roberts, Daniel and Macejkovic",kids_pets,5.09,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24-07-1983,6e978ab6b6aff72217298de37ef94f9b,1344275945,29.872207,-96.761381
910048,29-12-2019 02:32,378000000000000.0,Williamson LLC,misc_pos,1.7,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,f309242f1145dd5bcf02d6131c7ac151,1356748347,44.91767,-122.829437
711772,31-10-2019 04:10,3560000000000000.0,Emmerich-Luettgen,grocery_net,37.07,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,c9dea3fa5d22436505d2b22039779eea,1351656639,37.871069,-122.648014
449052,18-07-2019 21:17,4630000000000000.0,Reichel Inc,entertainment,3.01,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",26-12-1973,d9e7089769ca531d327dcd4de6b2b732,1342646224,41.431279,-95.982129
372514,13-11-2020 11:04,4990000000000000.0,Huels-Nolan,gas_transport,62.63,Erika,Gonzalez,F,907 Courtney Via Apt. 896,Irvine,KY,40336,37.6858,-83.9862,13061,"Editor, magazine features",18-06-1959,16e41beb868a030981ca1b6855d2a191,1384340676,37.0284,-83.069858
1266358,9/6/2020 21:58,4.86e+18,Stiedemann Ltd,food_dining,55.41,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,29-09-1993,3b05fe633f5cdd4705143201a691bd5a,1370815104,43.230292,-72.692316
553517,31-12-2020 10:51,3560000000000000.0,"Raynor, Reinger and Hagenes",gas_transport,55.62,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,14be97e3cd03e56829875f48838f422f,1388487074,38.541859,-122.506202
390084,21-11-2020 09:12,2250000000000000.0,Huels-Nolan,gas_transport,58.3,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26-03-1976,59fb6a0c2f105ce2bb8505b7fc7c2c58,1385025146,37.160517,-76.623621
22971,14-01-2019 14:49,4.56e+18,Botsford Ltd,shopping_pos,9.22,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,9/5/1992,29a57440772faefae2fdadc6eddc8de5,1326552557,38.090313,-105.552232
801538,4/12/2019 18:06,4430000000000000.0,Jakubowski Inc,home,53.08,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,4/11/1939,6039e77cc788e2b53cdb9e261104862d,1354644363,38.752467,-107.099351
42719,6/7/2020 5:04,375000000000000.0,"Tillman, Fritsch and Schmitt",misc_net,5.5,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,5/11/1971,b0fbf07d88132fb0932c4c3d5666dfaf,1373087055,42.212629,-82.974604
1060602,16-03-2020 10:49,4130000000000000.0,Stracke-Lemke,grocery_pos,91.98,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",14-06-1972,91a9373c23930633110a0db8f82b7915,1363430987,47.641699,-96.421889
738015,11/11/2019 10:33,5600000000000000.0,Kutch LLC,gas_transport,70.21,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",23-04-1941,acf967a7e189e412ba97857bb8e57988,1352629980,30.193649,-90.398431
461107,11/12/2020 3:52,3580000000000000.0,"Olson, Becker and Koch",gas_transport,48.95,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,22-06-2001,f4ae0548c3e0c9e0182a168540b3c17b,1386733950,33.934461,-90.042915
218659,7/9/2020 4:00,4310000000000000.0,"Nienow, Ankunding and Collier",misc_pos,581.52,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",19-10-1959,00048686369feb7a918da643c31923c1,1378526403,40.354527,-86.400287
1207804,19-05-2020 17:00,38100000000000.0,Mosciski Group,travel,3.57,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,18-01-1997,71bbc63a8c7f09d528c68d5c66fc5761,1368982830,37.275557,-121.99169
39097,23-01-2019 17:19,4450000000000000.0,Emmerich-Rau,personal_care,51.15,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20-01-1972,6cf55912830d50bd5074da4a5ff27b31,1327339142,34.420174,-96.062004
56425,10/7/2020 23:54,4.38e+18,Reynolds-Schinner,misc_pos,179.45,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,3/1/1974,82d0ad54c370dff9da243b6e8f3a61ed,1373500465,38.317712,-121.195547
398985,30-06-2019 18:53,3530000000000000.0,Barrows PLC,shopping_pos,7.12,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,5/12/1974,4c11f29a78f440ad7bf8b16c57d7c183,1341082412,33.642867,-81.704382
207550,15-04-2019 20:38,5390000000000000.0,"Schoen, Nienow and Bauch",personal_care,18.77,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,14-02-1962,e323b11b3a1263e4e879bc2eb5f193cf,1334522311,42.931866,-89.98297
64776,13-07-2020 17:00,2720000000000000.0,Padberg-Sauer,home,29.26,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,4324b1529b7a6846946306d4dc50218e,1373734802,43.283297,-69.627234
511618,21-12-2020 23:44,30500000000000.0,Kutch-Wilderman,home,14.32,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,4/5/1973,8b6a4c3d4e004395bfe94a4b635f1f6c,1387669466,32.171981,-80.476717
167871,18-08-2020 18:24,2230000000000000.0,Heller PLC,health_fitness,18.76,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",17-02-1958,8b39559e625a4091a237f2ac0dca7e5e,1376850242,30.034444,-90.335371
296226,11/10/2020 6:10,3520000000000000.0,"Swaniawski, Bahringer and Ledner",grocery_net,92.53,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11/9/1970,5d4a02d2d76d135d4c410bf9a2d17ddb,1381471822,32.73957,-96.64381
231005,12/9/2020 16:11,3560000000000000.0,"Hermiston, Pacocha and Smith",health_fitness,60.83,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,a5acb2946b729bc63c3356d40aebaebb,1379002271,38.986259,-122.549341
628968,24-09-2019 02:53,213000000000000.0,"Yost, Block and Koepp",misc_pos,29.49,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,18-10-1976,deabc750e53c880288356eade3706b1f,1348455233,46.079655,-117.904069
117702,1/8/2020 19:52,4160000000000000.0,Herzog Ltd,misc_pos,16.63,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),12/10/1983,7918ae1cbfc76f53820c0c402a3f556b,1375386756,35.093234,-97.963351
416757,1/12/2020 2:55,4060000000000000.0,Heaney-Marquardt,entertainment,10.0,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,14-11-1948,1e2e4f7cad07b8d15c563e6c06009065,1385866513,39.960915,-95.344105
440918,6/12/2020 21:54,4480000000000.0,"Runolfsdottir, Mueller and Hand",entertainment,92.74,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,30-04-1975,d79bfe44fc7b5cc5dc7d5caf32999bbd,1386366843,41.854787,-72.237389
223219,22-04-2019 19:02,2710000000000000.0,"Denesik, Powlowski and Pouros",home,54.52,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22-02-1977,f65404947e17526767a7139484b582e1,1335121359,29.722951,-91.536952
1073377,22-03-2020 06:21,4870000000000000.0,Kutch LLC,gas_transport,75.81,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,13-01-1990,1c58e96174df469cd3ac474a4f8a90e3,1363933273,41.743578,-91.618342
248840,20-09-2020 11:29,3570000000000000.0,Zboncak LLC,food_dining,52.47,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",15-09-1950,62a407c8736f8ca516e4fb9d4e05a0e6,1379676551,39.535468,-93.578866
1173073,4/5/2020 18:31,213000000000000.0,"Schumm, McLaughlin and Carter",food_dining,108.78,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30-11-1978,47310fed8c7c77ea176d55d8ba3f80e0,1367692311,27.80804,-83.062622
255284,22-09-2020 14:29,2270000000000000.0,"Schiller, Blanda and Johnson",home,10.71,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,2/1/1985,4676f20c7db61508c89a9e5ce43d9627,1379860176,45.002879,-122.71618
230625,26-04-2019 21:30,4170000000000000.0,Beer-Jast,kids_pets,58.69,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,5/10/1978,55f1d920a6502369f6e453a19e4ab554,1335475812,39.968286,-74.807572
315076,19-10-2020 06:43,3560000000000000.0,Medhurst PLC,shopping_net,61.3,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,f02395073898a84e8f2a55422c9e40d2,1382165018,37.452595,-122.905057
57429,3/2/2019 23:24,4.49e+18,Ullrich Ltd,kids_pets,51.9,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23-08-1929,4d44c982e98c719c8b4f5a16d82b027f,1328311475,34.160953,-81.7921
392605,22-11-2020 13:34,6010000000000000.0,Frami Group,entertainment,193.65,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,8/2/1983,17f457c51d3982b957d59cd1b81ef756,1385127240,33.873281,-78.346186
209057,2/9/2020 11:27,4430000000000.0,"Towne, Walker and Borer",grocery_net,48.28,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,11198b4e6af0b267c86c1d6e0bdb465c,1378121275,33.827759,-105.538584
345533,11/6/2019 12:48,4.96e+18,Windler LLC,kids_pets,52.47,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,27-11-1950,b394e50f9608ca48fce210fed9380148,1339418882,39.198773,-76.850752
958723,20-01-2020 13:44,180000000000000.0,Weber and Sons,food_dining,79.71,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",17-04-1942,bdc76a1b9e334f1a206d60332d4c450b,1358689445,36.817899,-89.068343
274893,16-05-2019 06:12,4600000000000.0,"Mosciski, Ziemann and Farrell",shopping_net,2.46,Charles,Copeland,M,92213 Lee Well,West Palm Beach,FL,33404,26.7832,-80.0638,459921,"Administrator, arts",8/9/1969,f2cfb390b1bccc022e02f97666afa812,1337148747,27.228906,-80.445866
318464,2/6/2019 9:23,2660000000000000.0,"Tillman, Dickinson and Labadie",gas_transport,59.58,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1/11/1946,a42db724bf0629b4cdc3b66110141620,1338628981,43.326757,-83.280892
703766,27-10-2019 15:29,4840000000000000.0,"Baumbach, Hodkiewicz and Walsh",shopping_pos,9.73,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,de445f6437bc1d43cd6b8d0e692e9c1c,1351351768,45.682186,-85.373326
970194,27-01-2020 08:28,568000000000.0,Bins-Rice,gas_transport,46.72,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16-12-1984,db6a06a84fc2c8bbc718cecb34eea790,1359275285,30.287725,-95.095813
139271,9/8/2020 9:05,4470000000000.0,"Labadie, Treutel and Bode",shopping_net,40.35,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24-10-1927,2f1cbe51eeb727242525225036d802c4,1376039131,37.153636,-79.933793
709022,29-10-2019 13:24,213000000000000.0,"Schoen, Nienow and Bauch",personal_care,72.8,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,4/10/1978,cba81e347a86ce251bb4c51e5293faa1,1351517049,40.323948,-79.845822
984250,4/2/2020 11:43,38000000000000.0,Cormier LLC,shopping_net,2.47,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,11/8/1946,54c827ae4b5027ecdd7258e38d184caf,1359978233,42.923423,-90.06564
401273,1/7/2019 10:13,571000000000.0,Conroy-Cruickshank,gas_transport,49.76,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",12/7/1995,81ba4922605948a5ea4a817d08cb4d37,1341137624,43.664711,-85.660892
302676,13-10-2020 11:05,3590000000000000.0,Gutmann Ltd,grocery_net,69.69,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-1984,08c14d61d199177b0c09b3659dda0648,1381662340,39.848423,-79.053649
318953,20-10-2020 13:21,4600000000000000.0,Keeling-Crist,misc_pos,148.7,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18-11-1997,0cf718941b91990f9f826894891b489b,1382275313,37.594906,-97.269562
1273480,13-06-2020 05:36,3520000000000000.0,Wiegand-Lowe,grocery_net,45.35,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,afc9e5aa86e9d73c985e1396bd46020b,1371101770,39.276729,-84.3049
304072,13-10-2020 20:20,3580000000000000.0,Kozey-Kuhlman,personal_care,23.3,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-1970,bb4c777288e0fc3b5b19cc9922a7b068,1381695656,34.308421,-99.833817
366684,10/11/2020 11:11,4920000000000000.0,Heathcote LLC,shopping_net,80.94,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,7/3/1941,b91170dfd78bcc0f9718cfd7e254489d,1384081903,41.108581,-79.39859
333840,27-10-2020 03:04,378000000000000.0,"Eichmann, Bogan and Rodriguez",gas_transport,68.22,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,c6dd636ecbd0cc44b8cc61a2791cd2a8,1382843041,44.829386,-123.36678
495791,18-12-2020 22:02,374000000000000.0,"Zboncak, Rowe and Murazik",shopping_net,835.63,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",20-07-1970,1af30b050fec0ae3ca516e08c241a2da,1387404124,38.406167,-76.850227
119267,2/8/2020 9:26,376000000000000.0,"Huel, Hammes and Witting",grocery_pos,80.81,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,6/4/1973,6a4d659015805264d66817ec8a45750d,1375435613,41.314581,-72.500648
61026,5/2/2019 13:52,30300000000000.0,"Becker, Harris and Harvey",personal_care,8.99,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28-11-1972,7685ef804a5bbc2049de6b9963a6c5a3,1328449962,40.043254,-90.497001
199855,13-04-2019 06:49,4250000000000.0,Stracke-Lemke,grocery_pos,116.01,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,9/3/1939,079031eb147da595b2f7703375f6c2be,1334299760,39.201413,-84.447089
192568,9/4/2019 4:11,3600000000000000.0,Deckow-O'Conner,grocery_pos,70.5,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,1cf9d8de0b5bd17bd9623b27d530f9a9,1333944703,36.015806,-79.015499
433781,5/12/2020 11:52,2240000000000000.0,Funk Group,grocery_net,13.05,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/4/1996,f74690567c72c7cd07bf7a9f58c72f47,1386244367,39.167556,-85.31801
187364,25-08-2020 16:50,4620000000000.0,Monahan-Morar,personal_care,137.7,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,15-07-1954,6bab0b2353a7355877a7e04b7f040377,1377449406,41.499932,-94.197474
